Object,Object Type ID,Property label,Internal name,Type,Field type,Read only,Unique lookup property,Categories,Options,Pipeline stages
Contact,0-1,Created by user ID,hs_created_by_user_id,number,,True,False,external_ids_and_associations,Mohammad reza Asadi [36771337]; Lucija Batarelo [77926659]; Sharon Colvin [35787418]; Julie Durushia [35787459]; Tahmineh Goljan [34737828]; Hannah Goshorn [35051820]; Mustad HubSpot [35006795]; Kris Kibbey [35051818]; Fred Lang [35223608]; Rob Logsdon [35051851]; Hayley Moore [77926690]; Sample Request Mustad USA [36398228]; Rachel Otten [33209911]; allison Phleger [35051819]; shahin qoli [95099317]; Tim Shannon [35051817]; Lindsay Stafford [92300650]; Cetrix Support [50462861]; Todd Walker [35051821]; Faezeh Yazdani [91453469]; DAVID YORK [35051822],
Contact,0-1,"Cumulative time in ""Customer (Lifecycle Stage Pipeline)""",hs_v2_cumulative_time_in_customer,number,,True,False,customer_and_exclusion,,
Contact,0-1,"Cumulative time in ""Evangelist (Lifecycle Stage Pipeline)""",hs_v2_cumulative_time_in_evangelist,number,,True,False,customer_and_exclusion,,
Contact,0-1,"Cumulative time in ""Lead (Lifecycle Stage Pipeline)""",hs_v2_cumulative_time_in_lead,number,,True,False,customer_and_exclusion,,
Contact,0-1,"Cumulative time in ""Marketing Qualified Lead (Lifecycle Stage Pipeline)""",hs_v2_cumulative_time_in_marketingqualifiedlead,number,,True,False,customer_and_exclusion,,
Contact,0-1,"Cumulative time in ""Opportunity (Lifecycle Stage Pipeline)""",hs_v2_cumulative_time_in_opportunity,number,,True,False,customer_and_exclusion,,
Contact,0-1,"Cumulative time in ""Sales Qualified Lead (Lifecycle Stage Pipeline)""",hs_v2_cumulative_time_in_salesqualifiedlead,number,,True,False,customer_and_exclusion,,
Contact,0-1,"Cumulative time in ""Subscriber (Lifecycle Stage Pipeline)""",hs_v2_cumulative_time_in_subscriber,number,,True,False,customer_and_exclusion,,
Contact,0-1,Current Brand Used,farrier_brand_pref,enumeration,,False,False,equine_and_professional,Mustad [Mustad]; St. Croix [St. Croix]; Delta [Delta]; Diamond [Diamond]; Kerckhaert [Kerckhaert]; Kahn [Kahn]; Werkman [Werkman]; Victory [Victory]; Thoroughbred [Thorobred],
Contact,0-1,Current Customer,hs_current_customer,enumeration,,False,False,customer_and_exclusion;explicit_a2_candidate,Yes [yes]; No [no],
Contact,0-1,Currently Enrolled in Prospecting Agent,hs_currently_enrolled_in_prospecting_agent,bool,,True,False,explicit_a2_candidate,Yes [true]; No [false],
Contact,0-1,Currently in Sequence,hs_sequences_is_enrolled,bool,,True,False,customer_and_exclusion;explicit_a2_candidate,True [true]; False [false],
Contact,0-1,Data Quality Score,data_quality,enumeration,,False,False,explicit_a2_candidate;qualification_and_score;quality_and_enrichment,Complete [Complete]; Partial [Partial]; Needs Review [Needs Review],
Contact,0-1,"Date entered ""Customer (Lifecycle Stage Pipeline)""",hs_v2_date_entered_customer,datetime,,True,False,customer_and_exclusion,,
Contact,0-1,"Date entered ""Evangelist (Lifecycle Stage Pipeline)""",hs_v2_date_entered_evangelist,datetime,,True,False,customer_and_exclusion,,
Contact,0-1,"Date entered ""Lead (Lifecycle Stage Pipeline)""",hs_v2_date_entered_lead,datetime,,True,False,customer_and_exclusion,,
Contact,0-1,"Date entered ""Marketing Qualified Lead (Lifecycle Stage Pipeline)""",hs_v2_date_entered_marketingqualifiedlead,datetime,,True,False,customer_and_exclusion,,
Contact,0-1,"Date entered ""Opportunity (Lifecycle Stage Pipeline)""",hs_v2_date_entered_opportunity,datetime,,True,False,customer_and_exclusion,,
Contact,0-1,"Date entered ""Sales Qualified Lead (Lifecycle Stage Pipeline)""",hs_v2_date_entered_salesqualifiedlead,datetime,,True,False,customer_and_exclusion,,
Contact,0-1,"Date entered ""Subscriber (Lifecycle Stage Pipeline)""",hs_v2_date_entered_subscriber,datetime,,True,False,customer_and_exclusion,,
Contact,0-1,Date entered current stage,hs_v2_date_entered_current_stage,datetime,,True,False,activity_and_freshness,,
Contact,0-1,"Date exited ""Customer (Lifecycle Stage Pipeline)""",hs_v2_date_exited_customer,datetime,,True,False,customer_and_exclusion,,
Contact,0-1,"Date exited ""Evangelist (Lifecycle Stage Pipeline)""",hs_v2_date_exited_evangelist,datetime,,True,False,customer_and_exclusion,,
Contact,0-1,"Date exited ""Lead (Lifecycle Stage Pipeline)""",hs_v2_date_exited_lead,datetime,,True,False,customer_and_exclusion,,
Contact,0-1,"Date exited ""Marketing Qualified Lead (Lifecycle Stage Pipeline)""",hs_v2_date_exited_marketingqualifiedlead,datetime,,True,False,customer_and_exclusion,,
Contact,0-1,"Date exited ""Opportunity (Lifecycle Stage Pipeline)""",hs_v2_date_exited_opportunity,datetime,,True,False,customer_and_exclusion,,
Contact,0-1,"Date exited ""Sales Qualified Lead (Lifecycle Stage Pipeline)""",hs_v2_date_exited_salesqualifiedlead,datetime,,True,False,customer_and_exclusion,,
Contact,0-1,"Date exited ""Subscriber (Lifecycle Stage Pipeline)""",hs_v2_date_exited_subscriber,datetime,,True,False,customer_and_exclusion,,
Contact,0-1,Date of first engagement,hs_sa_first_engagement_date,datetime,,True,False,activity_and_freshness,,
Contact,0-1,Description of first engagement,hs_sa_first_engagement_descr,enumeration,,True,False,activity_and_freshness, [EMPTY_DESCRIPTION]; Bounced [BOUNCED]; Busy [BUSY]; Canceled [CANCELED]; Completed [COMPLETED]; Deferred [DEFERRED]; Facebook Messenger [FB_MESSENGER]; Failed [FAILED]; Live chat [LIVE_CHAT]; Logged call [LOGGED_CALL]; No answer [NO_ANSWER]; No show [NO_SHOW]; Not started [NOT_STARTED]; Rescheduled [RESCHEDULED]; Scheduled [SCHEDULED]; Sending [SENDING]; Sent [SENT]; Waiting [WAITING]; Missed [MISSED]; On Hold [HOLD],
Contact,0-1,Direct eMail Opt-in,mailing_opt_in,bool,,False,False,consent_and_suppression;explicit_a2_candidate;identity_and_contact,Yes [true]; No [false],
Contact,0-1,Disciplines worked with,disciplines_worked_with,enumeration,,False,False,equine_and_professional;explicit_a2_candidate,Recreation/Backyard [recreation_backyard]; Western Performance [western_performance]; English Sport [english_sport]; Racing [racing]; Work [work]; Therapeutic [therapeutic]; Other [other],
Contact,0-1,Do Not Contact,do_not_contact,bool,,False,False,consent_and_suppression;explicit_a2_candidate,Yes [true]; No [false],
Contact,0-1,Domain to which registration email was sent,hs_content_membership_registration_domain_sent_to,string,,True,False,identity_and_contact,,
Contact,0-1,DVM Credential,vet_dvm_flag,bool,,False,False,equine_and_professional,Yes [true]; No [false],
Contact,0-1,Email,email,string,,False,True,explicit_a2_candidate;identity_and_contact,,
Contact,0-1,Email address automated quarantine reason,hs_email_quarantined_reason,enumeration,,True,False,identity_and_contact;quality_and_enrichment,Suspicious List Import [ON_LIST_IMPORT]; High Hard Bounce Rate [HIGH_HARD_BOUNCE_RATE]; Multiple Cancelled Campaigns [MULTIPLE_CANCELLED_CAMPAIGNS]; Suspicious Form Activity [FORM_ABUSE]; Recipient Complaint [RECIPIENT_COMPLAINT]; Suspension Remediation [SUSPENSION_REMEDIATION]; Blocklist Remediation [BLOCKLIST_REMEDIATION]; Trust & Safety Remediation [TRUST_SAFETY_REMEDIATION]; Other [OTHER]; Undeliverable Email Address [UNDELIVERABLE_ADDRESS]; Microsoft Undeliverable - Microsoft reports that address is inactive [MICROSOFT_UNDELIVERABLE],
Contact,0-1,Email address quarantine reason,hs_email_customer_quarantined_reason,enumeration,,False,False,identity_and_contact;quality_and_enrichment,Suspension Remediation [SUSPENSION_REMEDIATION]; Blocklist Remediation [BLOCKLIST_REMEDIATION]; Trust & Safety Remediation [TRUST_SAFETY_REMEDIATION],
